cid,contributor_code,collection_code,contribsys_id
007051956,PST,PST,pst.a358380
007051957,PST,PST,pst.a358392
007051960,PST,PST,pst.a358413
007051959,PST,PST,pst.a358428
007051944,PST,PST,pst.a358608
007051945,PST,PST,pst.a358613
007051943,PST,PST,pst.a358617
007051935,PST,PST,pst.a358621
007065274,PST,PST,pst.a358837
007516883,PST,PST,pst.a358898
007824107,PST,PST,pst.a3590948
009421847,PST,PST,pst.a359359
009823065,PST,PST,pst.a359671
007065278,PST,PST,pst.a359840
008161886,PST,PST,pst.a360135
007042269,PST,PST,pst.a360160
007051962,PST,PST,pst.a360184
007998292,PST,PST,pst.a360187
007051961,PST,PST,pst.a360193
007055826,PST,PST,pst.a360205
007065281,PST,PST,pst.a360212
007065282,PST,PST,pst.a360220
007488648,PST,PST,pst.a360236
007065285,PST,PST,pst.a360265
007065286,PST,PST,pst.a360271
002990561,PST,PST,pst.a360275
007998378,PST,PST,pst.a360286
007065287,PST,PST,pst.a360454
012260978,PST,PST,pst.a360483
007065850,PST,PST,pst.a360829
007046960,PST,PST,pst.a361124
007046954,PST,PST,pst.a361272
007065197,PST,PST,pst.a361402
007065198,PST,PST,pst.a361444
007046932,PST,PST,pst.a361495
007998384,PST,PST,pst.a361627
007998291,PST,PST,pst.a362018
007040916,PST,PST,pst.a362218
007497621,PST,PST,pst.a3627119
007046911,PST,PST,pst.a362715
007056951,PST,PST,pst.a362722
007070328,PST,PST,pst.a362806
007060054,PST,PST,pst.a362846
007046893,PST,PST,pst.a363036
012265682,PST,PST,pst.a363323
007065297,PST,PST,pst.a363365
012291382,PST,PST,pst.a363366
009440249,PST,PST,pst.a363405
007047024,PST,PST,pst.a364025
007056635,PST,PST,pst.a364105
007065293,PST,PST,pst.a364270
007599773,PST,PST,pst.a364479
007068368,PST,PST,pst.a364516
008002721,PST,PST,pst.a364729
007065291,PST,PST,pst.a365098
007046969,PST,PST,pst.a365214
007512237,PST,PST,pst.a365461
007064622,PST,PST,pst.a365612
007055572,PST,PST,pst.a365645
102378884,PST,PST,pst.a365649
008003096,PST,PST,pst.a365808
007047060,PST,PST,pst.a365843
009427127,PST,PST,pst.a3659111
007065304,PST,PST,pst.a365975
007073043,PST,PST,pst.a3661056
008002724,PST,PST,pst.a366217
007512236,PST,PST,pst.a366351
008002727,PST,PST,pst.a366543
009818987,PST,PST,pst.a366721
007065313,PST,PST,pst.a366770
007047039,PST,PST,pst.a366862
009820993,PST,PST,pst.a366928
012260751,PST,PST,pst.a367101
007065303,PST,PST,pst.a367193
007065246,PST,PST,pst.a367262
007055761,PST,PST,pst.a367456
012284379,PST,PST,pst.a367877
012285505,PST,PST,pst.a367892
007047033,PST,PST,pst.a368190
007065312,PST,PST,pst.a368253
007055747,PST,PST,pst.a368376
007065310,PST,PST,pst.a368543
007047047,PST,PST,pst.a368554
009421739,PST,PST,pst.a368602
102375308,PST,PST,pst.a368671
008163338,PST,PST,pst.a368842
011198850,PST,PST,pst.a368895
007038150,PST,PST,pst.a369013
007065876,PST,PST,pst.a369025
007492089,PST,PST,pst.a3691631
007057144,PST,PST,pst.a3692928
007037288,PST,PST,pst.a369341
007065892,PST,PST,pst.a369357
009817394,PST,PST,pst.a369656
008162806,PST,PST,pst.a369669
008162154,PST,PST,pst.a369780
007522415,PST,PST,pst.a369845
007046999,PST,PST,pst.a369876
007047006,PST,PST,pst.a369896
007065208,PST,PST,pst.a369934
007047048,PST,PST,pst.a369963
007065207,PST,PST,pst.a370228
008001607,PST,PST,pst.a370391
001885996,PST,PST,pst.a370626
003879317,PST,PST,pst.a370628
007042684,PST,PST,pst.a370641
009824137,PST,PST,pst.a370642
007042685,PST,PST,pst.a370663
007042686,PST,PST,pst.a370675
007065212,PST,PST,pst.a370759
011199389,PST,PST,pst.a370766
007038297,PST,PST,pst.a370947
011198203,PST,PST,pst.a370977
007510369,PST,PST,pst.a371217
007042688,PST,PST,pst.a371355
007042689,PST,PST,pst.a371359
008000727,PST,PST,pst.a371524
011197578,PST,PST,pst.a371549
011389777,PST,IPST,pst.a371711
008002782,PST,PST,pst.a371798
007065722,PST,PST,pst.a371924
009422532,PST,PST,pst.a372001
009422749,PST,PST,pst.a372041
012278721,PST,PST,pst.a372239
007065309,PST,PST,pst.a372391
012257106,PST,PST,pst.a372400
008001589,PST,PST,pst.a372702
007057360,PST,PST,pst.a373425
008163168,PST,PST,pst.a373582
007065203,PST,PST,pst.a373649
009424333,PST,PST,pst.a373739
009424906,PST,PST,pst.a373906
012282521,PST,PST,pst.a373941
007054169,PST,PST,pst.a373946
007056567,PST,PST,pst.a374038
007065200,PST,PST,pst.a374235
011198204,PST,PST,pst.a374244
007054166,PST,PST,pst.a374377
007046944,PST,PST,pst.a374676
007069442,PST,PST,pst.a3750085
008162021,PST,PST,pst.a375031
012267910,PST,PST,pst.a375063
012282625,PST,PST,pst.a375134
007824062,PST,PST,pst.a375297
007047150,PST,PST,pst.a375312
007047054,PST,PST,pst.a375525
007054717,PST,PST,pst.a375539
007052199,PST,PST,pst.a375868
007064780,PST,PST,pst.a376190
008387171,PST,PST,pst.a376308
008387174,PST,PST,pst.a376412
007062327,PST,PST,pst.a376428
008387169,PST,PST,pst.a376531
008387175,PST,PST,pst.a376546
007047270,PST,PST,pst.a376713
009425397,PST,PST,pst.a376796
008387118,PST,PST,pst.a376883
008387173,PST,PST,pst.a377014
008387163,PST,PST,pst.a377175
009823580,PST,PST,pst.a377191
008387117,PST,PST,pst.a377201
008387120,PST,PST,pst.a377210
007065650,PST,PST,pst.a377283
007057548,PST,PST,pst.a377565
008002972,PST,PST,pst.a377719
007047295,PST,PST,pst.a377890
002136769,PST,PST,pst.a378198
007065955,PST,PST,pst.a378263
001719573,PST,PST,pst.a378265
007064759,PST,PST,pst.a378267
007056467,PST,PST,pst.a378323
007598385,PST,PST,pst.a378389
007046262,PST,PST,pst.a378390
008387178,PST,PST,pst.a378589
008387170,PST,PST,pst.a378593
007065425,PST,PST,pst.a378947
009445518,PST,PST,pst.a378992
008391068,PST,PST,pst.a379138
009440328,PST,PST,pst.a379238
008387176,PST,PST,pst.a379451
008387179,PST,PST,pst.a379470
008387177,PST,PST,pst.a379480
008387162,PST,PST,pst.a379491
007510374,PST,PST,pst.a379548
007046989,PST,PST,pst.a379597
007064785,PST,PST,pst.a379621
007510375,PST,PST,pst.a379921
011389812,PST,IPST,pst.a379943
007065190,PST,PST,pst.a379951
008329757,PST,IPST,pst.a379955
007039745,PST,PST,pst.a379998
007059375,PST,PST,pst.a380692
012297060,PST,PST,pst.a380979
007061374,PST,PST,pst.a381008
012266202,PST,PST,pst.a381063
012286993,PST,PST,pst.a381162
007058139,PST,PST,pst.a381417
007058140,PST,PST,pst.a381439
007823064,PST,PST,pst.a381466
007059514,PST,PST,pst.a381562
009440381,PST,PST,pst.a381797
007058645,PST,PST,pst.a381860
007488635,PST,PST,pst.a381975
007059586,PST,PST,pst.a382001
007047071,PST,PST,pst.a382511
012277617,PST,PST,pst.a382631
007069415,PST,PST,pst.a3827452
012282424,PST,PST,pst.a382953
007065739,PST,PST,pst.a3829619
102376632,PST,PST,pst.a383139
008387165,PST,PST,pst.a383276
008387166,PST,PST,pst.a383294
008386867,PST,PST,pst.a383489
008387167,PST,PST,pst.a383500
009431874,PST,PST,pst.a383855
007042542,PST,PST,pst.a384022
007510752,PST,PST,pst.a384158
007047118,PST,PST,pst.a384235
008387164,PST,PST,pst.a384357
007065872,PST,PST,pst.a384905
008387758,PST,PST,pst.a385231
009824208,PST,PST,pst.a385512
009429585,PST,PST,pst.a385576
012260462,PST,PST,pst.a385649
007070358,PST,PST,pst.a3859400
012258271,PST,PST,pst.a386232
007057528,PST,PST,pst.a386273
102380863,PST,PST,pst.a3864274
007057553,PST,PST,pst.a386763
007074964,PST,PST,pst.a3868708
007599151,PST,PST,pst.a387087
007065257,PST,PST,pst.a387209
007065234,PST,PST,pst.a387219
007074780,PST,PST,pst.a388060
007065250,PST,PST,pst.a388218
008001466,PST,PST,pst.a388284
007065306,PST,PST,pst.a388739
008387221,PST,PST,pst.a388831
007065307,PST,PST,pst.a388884
007055435,PST,PST,pst.a389063
007057968,PST,PST,pst.a3900459
008001610,PST,PST,pst.a390127
009427747,PST,PST,pst.a390560
007059871,PST,PST,pst.a391084
008388290,PST,PST,pst.a391096
008387172,PST,PST,pst.a391104
007059873,PST,PST,pst.a391242
008387168,PST,PST,pst.a391282
008000173,PST,PST,pst.a391520
008387210,PST,PST,pst.a391704
008387209,PST,PST,pst.a391720
008387212,PST,PST,pst.a391881
008387214,PST,PST,pst.a391885
008387207,PST,PST,pst.a391889
008387213,PST,PST,pst.a391896
008387211,PST,PST,pst.a391904
009427502,PST,PST,pst.a392067
007065218,PST,PST,pst.a392517
009222864,PST,PST,pst.a392623
007039592,PST,PST,pst.a392743
007065249,PST,PST,pst.a392825
012260136,PST,PST,pst.a392990
007999745,PST,PST,pst.a393874
012266406,PST,PST,pst.a394002
005659095,PST,PST,pst.a3941195
008387206,PST,PST,pst.a394249
008387199,PST,PST,pst.a394322
008387198,PST,PST,pst.a394328
007514606,PST,PST,pst.a394454
102376006,PST,PST,pst.a394474
007599327,PST,PST,pst.a394480
012259245,PST,PST,pst.a394486
007522003,PST,PST,pst.a394502
012259627,PST,PST,pst.a394544
012259617,PST,PST,pst.a394550
007065216,PST,PST,pst.a394554
012259567,PST,PST,pst.a394751
009812133,PST,PST,pst.a394763
012265759,PST,PST,pst.a394777
008387180,PST,PST,pst.a394901
007059121,PST,PST,pst.a395203
008387185,PST,PST,pst.a395344
008387182,PST,PST,pst.a395352
008387181,PST,PST,pst.a395387
012272305,PST,PST,pst.a395400
012277373,PST,PST,pst.a395407
008387192,PST,PST,pst.a395526
009808176,PST,PST,pst.a395534
008387191,PST,PST,pst.a395535
008387189,PST,PST,pst.a395553
009808178,PST,PST,pst.a395629
008387188,PST,PST,pst.a395633
007065300,PST,PST,pst.a395634
012282295,PST,PST,pst.a395648
009808179,PST,PST,pst.a395667
009808180,PST,PST,pst.a395675
009808181,PST,PST,pst.a395690
007040209,PST,PST,pst.a395818
012277233,PST,PST,pst.a396192
012277375,PST,PST,pst.a396199
009440243,PST,PST,pst.a396206
007055849,PST,PST,pst.a396349
007046977,PST,PST,pst.a396397
007065238,PST,PST,pst.a396651
007065239,PST,PST,pst.a396659
002947179,PST,PST,pst.a396695
007074961,PST,PST,pst.a397005
007074946,PST,PST,pst.a397018
007075943,PST,PST,pst.a397231
008386864,PST,PST,pst.a397571
011195705,PST,PST,pst.a3976016
009807986,PST,PST,pst.a3978325
008386863,PST,PST,pst.a397922
012260152,PST,PST,pst.a398031
007059452,PST,PST,pst.a3981050
007069166,PST,PST,pst.a3981071
007065254,PST,PST,pst.a398576
007065256,PST,PST,pst.a398586
007065441,PST,PST,pst.a398719
007597930,PST,PST,pst.a398774
102376770,PST,PST,pst.a3988
007065298,PST,PST,pst.a398820
007597889,PST,PST,pst.a398842
007597923,PST,PST,pst.a398862
007597884,PST,PST,pst.a398876
007597887,PST,PST,pst.a398880
012284663,PST,PST,pst.a398906
007597886,PST,PST,pst.a398920
007056388,PST,PST,pst.a398958
007065210,PST,PST,pst.a399033
007065288,PST,PST,pst.a399048
007058745,PST,PST,pst.a399076
007065219,PST,PST,pst.a399084
007597921,PST,PST,pst.a399087
007597928,PST,PST,pst.a399088
007597881,PST,PST,pst.a399120
007597929,PST,PST,pst.a399150
007065311,PST,PST,pst.a399247
007065209,PST,PST,pst.a399273
007597888,PST,PST,pst.a399320
007056389,PST,PST,pst.a399421
007068950,PST,PST,pst.a399448
007597924,PST,PST,pst.a399449
007072735,PST,PST,pst.a400766
009530456,PST,PST,pst.a402914
005889253,PST,PST,pst.a403291
005979412,PST,PST,pst.a403331
007056127,PST,PST,pst.a403343
007055659,PST,PST,pst.a403385
007055663,PST,PST,pst.a403835
007055642,PST,PST,pst.a403866
007498015,PST,PST,pst.a4043009
007056523,PST,PST,pst.a404682
009421780,PST,PST,pst.a404991
007051931,PST,PST,pst.a405006
007497790,PST,PST,pst.a405619
007063742,PST,PST,pst.a405911
007055641,PST,PST,pst.a407152
007055643,PST,PST,pst.a407376
009817833,PST,PST,pst.a408073
007503404,PST,PST,pst.a408435
008387393,PST,PST,pst.a408970
007055782,PST,PST,pst.a408981
007032747,PST,PST,pst.a409002
100903531,PST,PST,pst.a4097682
007065308,PST,PST,pst.a409778
007065314,PST,PST,pst.a409815
007066838,PST,PST,pst.a4098946
007601904,PST,PST,pst.a410244
102380947,PST,PST,pst.a4103392
009442349,PST,PST,pst.a4104210
008332870,PST,IPST,pst.a410578
009421981,PST,PST,pst.a410653
007065341,PST,PST,pst.a411158
007998660,PST,PST,pst.a412272
001304154,PST,IPST,pst.a412661
009824015,PST,PST,pst.a412807
007517124,PST,PST,pst.a412998
007998393,PST,PST,pst.a413285
007998233,PST,PST,pst.a413293
007998232,PST,PST,pst.a413297
007823543,PST,PST,pst.a413318
007067819,PST,PST,pst.a413447
007998434,PST,PST,pst.a413478
007044130,PST,PST,pst.a414369
007998689,PST,PST,pst.a414488
007998490,PST,PST,pst.a414496
007998231,PST,PST,pst.a414505
002619318,PST,PST,pst.a414863
009824119,PST,PST,pst.a414867
007998182,PST,PST,pst.a416026
007504784,PST,PST,pst.a4161451
007519730,PST,PST,pst.a4161568
007074655,PST,PST,pst.a4161678
007054483,PST,PST,pst.a4161808
007821415,PST,PST,pst.a416431
007514633,PST,PST,pst.a416607
007998339,PST,PST,pst.a416628
008000457,PST,PST,pst.a416659
007523282,PST,PST,pst.a417440
007523283,PST,PST,pst.a417621
007523501,PST,PST,pst.a418327
003109983,PST,PST,pst.a4203607
007040016,PST,PST,pst.a420960
007053263,PST,PST,pst.a42149
009440614,PST,PST,pst.a421638
012290717,PST,PST,pst.a424764
007440080,PST,PST,pst.a424940
007065196,PST,PST,pst.a426241
012276214,PST,PST,pst.a426837
007065194,PST,PST,pst.a426927
012277099,PST,PST,pst.a427207
012264900,PST,PST,pst.a427326
009808991,PST,PST,pst.a427524
009424476,PST,PST,pst.a427689
012264408,PST,PST,pst.a427973
007070327,PST,PST,pst.a427982
002902670,PST,PST,pst.a430742
012287614,PST,PST,pst.a430955
012287451,PST,PST,pst.a430964
001719287,PST,PST,pst.a430990
009905445,PST,PST,pst.a431002
007056446,PST,PST,pst.a431041
009425793,PST,PST,pst.a431048
012275619,PST,PST,pst.a431089
007070297,PST,PST,pst.a431132
002136912,PST,PST,pst.a431192
007601255,PST,PST,pst.a431339
007075488,PST,PST,pst.a43138
007601771,PST,PST,pst.a431411
007051882,PST,PST,pst.a431433
007601765,PST,PST,pst.a431455
007037002,PST,PST,pst.a431496
007601790,PST,PST,pst.a431531
006908307,PST,PST,pst.a431605
009820179,PST,PST,pst.a431760
008002726,PST,PST,pst.a431815
003933035,PST,PST,pst.a432164
007513160,PST,PST,pst.a432237
009821850,PST,PST,pst.a433001
009422070,PST,PST,pst.a433831
007510723,PST,PST,pst.a434309
007075618,PST,PST,pst.a434372
008162710,PST,PST,pst.a434655
012289144,PST,PST,pst.a434825
007516651,PST,PST,pst.a435057
001665690,PST,PST,pst.a435095
000932785,PST,PST,pst.a435134
007598071,PST,PST,pst.a435551
007065296,PST,PST,pst.a435629
002301973,PST,PST,pst.a438131
001313168,PST,PST,pst.a438153
012258656,PST,PST,pst.a438161
007067811,PST,PST,pst.a440427
007522081,PST,PST,pst.a442564
007522046,PST,PST,pst.a443855
009433726,PST,PST,pst.a4448501
012266393,PST,PST,pst.a4484668
007055654,PST,PST,pst.a450500
007055668,PST,PST,pst.a450544
007055652,PST,PST,pst.a450595
007055649,PST,PST,pst.a451016
009823312,PST,PST,pst.a451269
007048550,PST,PST,pst.a451340
000467434,PST,PST,pst.a451450
007494624,PST,PST,pst.a452795
007522435,PST,PST,pst.a453084
012297523,PST,PST,pst.a453612
007195110,PST,PST,pst.a453618
102376350,PST,PST,pst.a453653
007055653,PST,PST,pst.a454241
009805747,PST,PST,pst.a4544623
012277241,PST,PST,pst.a4544624
001814473,PST,IPST,pst.a454544
001826386,PST,IPST,pst.a454548
001826389,PST,IPST,pst.a454562
001551666,PST,IPST,pst.a454576
012206815,PST,IPST,pst.a456411
002480840,PST,IPST,pst.a456628
012265641,PST,PST,pst.a456667
008162265,PST,PST,pst.a456800
007501035,PST,PST,pst.a458466
007501034,PST,PST,pst.a458481
007497456,PST,PST,pst.a458907
007598028,PST,PST,pst.a459139
007598035,PST,PST,pst.a459198
008162794,PST,PST,pst.a460021
012266377,PST,PST,pst.a460273
007518448,PST,PST,pst.a460549
007055636,PST,PST,pst.a460748
007055638,PST,PST,pst.a460758
007055616,PST,PST,pst.a460767
007055631,PST,PST,pst.a460776
007598648,PST,PST,pst.a460780
007055630,PST,PST,pst.a460785
007055619,PST,PST,pst.a460792
007055618,PST,PST,pst.a460800
007055617,PST,PST,pst.a460807
007055615,PST,PST,pst.a460811
007055614,PST,PST,pst.a460820
007055613,PST,PST,pst.a460829
007055582,PST,PST,pst.a461073
007212932,PST,IPST,pst.a461422
007055588,PST,PST,pst.a462162
007055421,PST,PST,pst.a462171
007055589,PST,PST,pst.a462184
007055590,PST,PST,pst.a462199
007055591,PST,PST,pst.a462203
007055578,PST,PST,pst.a462220
007055580,PST,PST,pst.a462223
007055632,PST,PST,pst.a462232
100120578,PST,PST,pst.a462418
007599110,PST,PST,pst.a462657
007060831,PST,PST,pst.a463046
007030717,PST,PST,pst.a46404
007065235,PST,PST,pst.a464890
007055585,PST,PST,pst.a465224
007055587,PST,PST,pst.a465256
002619258,PST,PST,pst.a465695
009114724,PST,PST,pst.a465783
007599379,PST,PST,pst.a466109
009811867,PST,PST,pst.a4661652
007055667,PST,PST,pst.a466290
012265666,PST,PST,pst.a4664173
012277478,PST,PST,pst.a466627
007601048,PST,PST,pst.a467358
007998246,PST,PST,pst.a467846
007065157,PST,PST,pst.a467917
100121519,PST,PST,pst.a468291
007600452,PST,PST,pst.a469689
007065160,PST,PST,pst.a469692
007065163,PST,PST,pst.a469854
001123393,PST,IPST,pst.a470536
008163355,PST,PST,pst.a470586
007065236,PST,PST,pst.a470884
007055567,PST,PST,pst.a471011
007055603,PST,PST,pst.a471022
007055560,PST,PST,pst.a471034
007055561,PST,PST,pst.a471049
007055562,PST,PST,pst.a471070
007055563,PST,PST,pst.a471080
007055564,PST,PST,pst.a471091
007055565,PST,PST,pst.a471110
007600349,PST,PST,pst.a471115
007055566,PST,PST,pst.a471544
012260380,PST,PST,pst.a471584
007055586,PST,PST,pst.a471980
007055595,PST,PST,pst.a472775
000520770,PST,PST,pst.a473094
012279415,PST,PST,pst.a4736777
007055612,PST,PST,pst.a474018
007055633,PST,PST,pst.a474035
007055639,PST,PST,pst.a474039
007055635,PST,PST,pst.a474057
007055634,PST,PST,pst.a474061
007055579,PST,PST,pst.a474065
012469023,PST,PST,pst.a474903
007055596,PST,PST,pst.a477526
007055597,PST,PST,pst.a477575
011323719,PST,IPST,pst.a477728
003003513,PST,PST,pst.a477739
007055598,PST,PST,pst.a478681
007513348,PST,PST,pst.a479340
007513406,PST,PST,pst.a479404
007055608,PST,PST,pst.a479448
007055611,PST,PST,pst.a479452
007055430,PST,PST,pst.a481252
008159640,PST,PST,pst.a482027
007067354,PST,PST,pst.a482740
007513347,PST,PST,pst.a482753
012279477,PST,PST,pst.a4833686
007055584,PST,PST,pst.a484132
007055575,PST,PST,pst.a484138
007055577,PST,PST,pst.a484181
007055606,PST,PST,pst.a484193
007043334,PST,PST,pst.a484207
007055583,PST,PST,pst.a484215
007055576,PST,PST,pst.a484221
003509138,PST,PST,pst.a484247
003316793,PST,PST,pst.a484627
007055656,PST,PST,pst.a484710
009445671,PST,PST,pst.a484788
009824159,PST,PST,pst.a484832
009445670,PST,PST,pst.a484844
102375678,PST,PST,pst.a4858
000640222,PST,PST,pst.a487087
007998732,PST,PST,pst.a489114
007055626,PST,PST,pst.a489198
007055600,PST,PST,pst.a489571
007055623,PST,PST,pst.a489593
007055624,PST,PST,pst.a489602
011683955,PST,IPST,pst.a489903
007054421,PST,PST,pst.a490349
009440363,PST,PST,pst.a491954
007412362,PST,PST,pst.a491993
009807591,PST,PST,pst.a492074
007055593,PST,PST,pst.a492181
009808032,PST,PST,pst.a492399
007055627,PST,PST,pst.a492419
007055629,PST,PST,pst.a492430
007055594,PST,PST,pst.a492441
007515729,PST,PST,pst.a492932
008386878,PST,PST,pst.a494622
007060247,PST,PST,pst.a494808
007516046,PST,PST,pst.a494890
007510617,PST,PST,pst.a495355
009807487,PST,PST,pst.a497923
006756009,PST,PST,pst.a498161
012114602,PST,IPST,pst.a498502
009820899,PST,PST,pst.a499411
012275211,PST,PST,pst.a500262
008387460,PST,PST,pst.a500293
007055625,PST,PST,pst.a500339
007055628,PST,PST,pst.a500343
007055620,PST,PST,pst.a500351
009421730,PST,PST,pst.a50036
007055622,PST,PST,pst.a500362
007055621,PST,PST,pst.a500364
009824148,PST,PST,pst.a501057
007055825,PST,PST,pst.a501413
007064647,PST,PST,pst.a501480
012286756,PST,PST,pst.a5015196
012286757,PST,PST,pst.a5015216
007522646,PST,PST,pst.a501827
007075641,PST,PST,pst.a50255
008385786,PST,PST,pst.a504232
007516007,PST,PST,pst.a504258
009429636,PST,PST,pst.a50472
000046644,PST,PST,pst.a50505
008387224,PST,PST,pst.a505697
009445254,PST,PST,pst.a50618
007403918,PST,IPST,pst.a506822
012266836,PST,PST,pst.a50688
009445284,PST,PST,pst.a50710
012266815,PST,PST,pst.a50787
009445258,PST,PST,pst.a50802
008161643,PST,PST,pst.a508094
007055434,PST,PST,pst.a510075
007075089,PST,PST,pst.a511223
007037262,PST,PST,pst.a511689
009422066,PST,PST,pst.a511698
001010873,PST,PST,pst.a511794
007042616,PST,PST,pst.a5122716
007042615,PST,PST,pst.a5122717
007042614,PST,PST,pst.a5122737
008388427,PST,PST,pst.a51267
002492514,PST,PST,pst.a513163
007056644,PST,PST,pst.a513725
009823094,PST,PST,pst.a514580
009440383,PST,PST,pst.a514583
005979184,PST,PST,pst.a514618
007823287,PST,PST,pst.a514635
009809945,PST,PST,pst.a515045
007488357,PST,PST,pst.a51589
008001171,PST,PST,pst.a516433
012297678,PST,PST,pst.a516594
009065133,PST,PST,pst.a51814
007045796,PST,PST,pst.a5198817
001279854,PST,PST,pst.a521723
000429727,PST,PST,pst.a522072
008000397,PST,PST,pst.a522548
011196940,PST,PST,pst.a522660
007999619,PST,PST,pst.a52432
007999624,PST,PST,pst.a52493
007999718,PST,PST,pst.a52612
009425398,PST,PST,pst.a52642
012260511,PST,PST,pst.a527243
012275698,PST,PST,pst.a52742
008387287,PST,PST,pst.a527437
008385847,PST,PST,pst.a528166
012282338,PST,PST,pst.a5287956
007055647,PST,PST,pst.a529765
007055669,PST,PST,pst.a529769
007055657,PST,PST,pst.a529773
008162157,PST,PST,pst.a53095
009809031,PST,PST,pst.a53101
100122620,PST,PST,pst.a53106
007055648,PST,PST,pst.a531703
007055655,PST,PST,pst.a532016
007055645,PST,PST,pst.a532182
007055847,PST,PST,pst.a533415
007998391,PST,PST,pst.a533431
007998365,PST,PST,pst.a533576
008160989,PST,PST,pst.a533780
007998400,PST,PST,pst.a535259
009421745,PST,PST,pst.a53580
007064136,PST,PST,pst.a53792
008387072,PST,PST,pst.a53931
012294247,PST,PST,pst.a539562
009439606,PST,PST,pst.a54007
009439607,PST,PST,pst.a54012
007054066,PST,PST,pst.a540621
007054069,PST,PST,pst.a540633
002573443,PST,PST,pst.a540673
007055769,PST,PST,pst.a541136
007056223,PST,PST,pst.a541245
008001789,PST,PST,pst.a543128
008001788,PST,PST,pst.a543150
007998392,PST,PST,pst.a543236
009439588,PST,PST,pst.a54333
006932010,PST,PST,pst.a5435587
007055670,PST,PST,pst.a543836
008000767,PST,PST,pst.a543843
008161731,PST,PST,pst.a544121
008161725,PST,PST,pst.a544238
007027130,PST,PST,pst.a54437
007027131,PST,PST,pst.a54444
002577446,PST,PST,pst.a545908
009823154,PST,PST,pst.a54733
007038374,PST,PST,pst.a54744
008161744,PST,PST,pst.a547449
012292691,PST,PST,pst.a54768
007055851,PST,PST,pst.a548170
007054095,PST,PST,pst.a548806
009810672,PST,PST,pst.a55047
000545071,PST,PST,pst.a550991
011683832,PST,IPST,pst.a551778
012124939,PST,PST,pst.a5528178
007601824,PST,PST,pst.a5538674
011390383,PST,IPST,pst.a553999
007069075,PST,PST,pst.a554301
007045830,PST,PST,pst.a55462
000364530,PST,PST,pst.a554751
008161743,PST,PST,pst.a555737
007065426,PST,PST,pst.a555773
000045704,PST,PST,pst.a55624
002752332,PST,PST,pst.a556694
008161698,PST,PST,pst.a556799
000488110,PST,PST,pst.a556826
007054067,PST,PST,pst.a556867
007057364,PST,PST,pst.a557434
012260334,PST,PST,pst.a559437
009425296,PST,PST,pst.a559462
002141541,PST,PST,pst.a560875
000489740,PST,PST,pst.a561310
007063182,PST,PST,pst.a56148
008161745,PST,PST,pst.a562725
007998385,PST,PST,pst.a562944
009821040,PST,PST,pst.a563212
006788832,PST,PST,pst.a5633400
000866355,PST,PST,pst.a56388
007055846,PST,PST,pst.a563913
007055431,PST,PST,pst.a564031
000647741,PST,PST,pst.a564766
007059322,PST,PST,pst.a565002
007047534,PST,PST,pst.a56506
007039035,PST,PST,pst.a565387
009815588,PST,PST,pst.a565657
001461546,PST,PST,pst.a565817
009824209,PST,PST,pst.a56850
009065592,PST,PST,pst.a57161
000333714,PST,PST,pst.a572604
009823395,PST,PST,pst.a57440
007075958,PST,PST,pst.a57634
009421542,PST,PST,pst.a57694
007038178,PST,PST,pst.a57706
009431027,PST,PST,pst.a57732
009823389,PST,PST,pst.a57741
008162176,PST,PST,pst.a57782
007052603,PST,PST,pst.a57806
000852527,PST,PST,pst.a578798
001313427,PST,IPST,pst.a579534
012275815,PST,PST,pst.a5800182
009810942,PST,PST,pst.a5808212
009446057,PST,PST,pst.a580847
007065261,PST,PST,pst.a581036
007065263,PST,PST,pst.a581073
009421758,PST,PST,pst.a58109
012285158,PST,PST,pst.a5811011
001171735,PST,PST,pst.a58124
007065342,PST,PST,pst.a582924
009446216,PST,PST,pst.a58344
009807707,PST,PST,pst.a583696
007037169,PST,PST,pst.a58421
009443634,PST,PST,pst.a584638
009823412,PST,PST,pst.a58495
007998224,PST,PST,pst.a585883
009823399,PST,PST,pst.a58661
008161213,PST,PST,pst.a586679
007497740,PST,PST,pst.a587092
007597890,PST,PST,pst.a587137
007510557,PST,PST,pst.a587573
009429486,PST,PST,pst.a58764
009421824,PST,PST,pst.a58767
009429493,PST,PST,pst.a58779
007048599,PST,PST,pst.a587860
009823413,PST,PST,pst.a58812
007054428,PST,PST,pst.a588208
008388377,PST,PST,pst.a589359
009445541,PST,PST,pst.a589367
007070135,PST,PST,pst.a589369
012260468,PST,PST,pst.a589375
012260469,PST,PST,pst.a589380
009440325,PST,PST,pst.a589388
012260464,PST,PST,pst.a589390
009817347,PST,PST,pst.a589392
012259652,PST,PST,pst.a5894563
007822730,PST,PST,pst.a589545
007510326,PST,PST,pst.a58955
007510325,PST,PST,pst.a58961
008162882,PST,PST,pst.a58979
007062636,PST,PST,pst.a59147
007074819,PST,PST,pst.a59205
007061659,PST,PST,pst.a59213
009425022,PST,PST,pst.a59239
008857982,PST,PST,pst.a59301
012499522,PST,PST,pst.a59347
007073601,PST,PST,pst.a595904
012277184,PST,PST,pst.a5964358
012257830,PST,PST,pst.a5965174
001496826,PST,PST,pst.a59710
007066463,PST,PST,pst.a59717
008162987,PST,PST,pst.a59746
009823420,PST,PST,pst.a59776
012288361,PST,PST,pst.a597785
012360332,PST,PST,pst.a598933
012294442,PST,PST,pst.a59954
007038184,PST,PST,pst.a59992
